"Timestamp","Which year are you in?","How are you feeling right now?","On a scale of 1-100, how would you express this feeling?","Gender","Age","Your location ?","Relationship status","Are you happy with your financial state?","How much have you succeeded to cope up with the environment of your educational institution?","Understanding with your family members?","Are you feeling pressure in your study or work right now?","Are you satisfied with your academic result?","Are you happy with your living place?","Who supports you when you are not succeeding in your academic life?","Have you used any social media within the last 6 hours?","Do you have inferiority complex? ","Are you satisfied with your meal today?","Are you feeling sick/health issues today?","Have you done any recreational activity (sports, gaming, hobby etc.) today?","How long did you sleep last night?(in hours)"
"2021/01/31 12:00:04 AM GMT+6","4th year","Very bad","10","Male","23","Hall-Mess","Single","Yes","3","Good","Yes","No","No","Friends","Yes","No","Yes","No","No","5"
"2021/01/31 12:00:06 AM GMT+6","4th year","Normal","62","Male","23","Home","Single","Yes","3","Normal","Yes","Yes","Yes","Friends","Yes","No","Yes","No","Yes","6"
"2021/01/31 12:00:11 AM GMT+6","4th year","Very good","98","Male","23","Home","Single","Yes","3","Good","No","No","Yes","Friends","Yes","No","Yes","No","No","10"
"2021/01/31 12:00:13 AM GMT+6","4th year","Normal","67","Male","23","Hall-Mess","Single","Yes","3","Normal","Yes","Yes","No","Friends","Yes","Maybe","Yes","Yes","No","6"
"2021/01/31 12:00:15 AM GMT+6","4th year","Very bad","18","Male","23","Playground","Single","No","1","Good","Yes","No","No","Friends","Yes","Maybe","No","Yes","No","6"
"2021/01/31 12:00:17 AM GMT+6","4th year","Normal","69","Male","23","Home","Single","No","3","Good","Yes","Yes","No","Friends","Yes","Maybe","Yes","No","Yes","6"
"2021/01/31 12:00:22 AM GMT+6","4th year","Very bad","5","Male","23","Playground","Single","Yes","3","Good","Yes","No","Yes","Family","Yes","No","Yes","Yes","Yes","4"
"2021/01/31 12:00:24 AM GMT+6","4th year","Bad","45","Male","23","Hall-Mess","Single","Yes","1","Good","Yes","No","Yes","Friends","Yes","Yes","Neutral","No","No","3"
"2021/01/31 12:00:29 AM GMT+6","4th year","Bad","47","Male","23","Playground","Single","Yes","3","Normal","Yes","Yes","No","Friends","Yes","Yes","Yes","Yes","Yes","5"
"2021/01/31 12:00:31 AM GMT+6","4th year","Very bad","8","Male","23","Playground","Single","Yes","2","Normal","Yes","Yes","No","Friends","Yes","Yes","No","No","No","3"
"2021/01/31 12:00:36 AM GMT+6","4th year","Normal","58","Male","23","Department","Single","Yes","4","Good","Yes","Yes","Yes","Friends","Yes","No","Yes","No","Yes","6"
"2021/01/31 12:00:38 AM GMT+6","4th year","Very bad","7","Male","23","Hall-Mess","Single","Yes","1","Normal","Yes","Yes","No","Family","Yes","No","Yes","No","No","4"
"2021/01/31 12:00:43 AM GMT+6","4th year","Very good","95","Male","23","Department","Single","Yes","3","Normal","No","Yes","Yes","Friends","Yes","No","Neutral","No","No","8"
"2021/01/31 12:00:45 AM GMT+6","4th year","Good","71","Male","23","Department","Single","Yes","4","Good","No","No","Yes","Friends","Yes","No","Yes","No","No","8"
"2021/01/31 12:00:47 AM GMT+6","4th year","Bad","41","Male","23","Playground","Single","No","3","Good","Yes","Yes","Yes","Friends","Yes","No","No","Yes","Yes","5"
"2021/01/31 12:00:49 AM GMT+6","4th year","Normal","59","Male","23","Playground","Single","No","3","Good","Yes","No","No","Friends","Yes","No","Yes","Yes","No","7"
"2021/01/31 12:00:51 AM GMT+6","4th year","Very good","95","Male","23","Home","Single","Yes","3","Good","No","No","Yes","Family","Yes","No","Yes","No","No","7"
"2021/01/31 12:00:53 AM GMT+6","4th year","Bad","23","Male","23","Home","Single","No","1","Bad","Yes","No","Yes","Family","Yes","Maybe","Yes","Yes","Yes","5"
"2021/01/31 12:00:55 AM GMT+6","4th year","Good","73","Male","23","Playground","Single","Yes","4","Good","No","No","Yes","Friends","Yes","No","Neutral","No","No","10"
"2021/01/31 12:00:57 AM GMT+6","4th year","Very good","92","Male","23","Playground","Single","Yes","3","Normal","No","No","Yes","Friends","Yes","No","Yes","No","Yes","7"
"2021/01/31 12:01:02 AM GMT+6","4th year","Very good","90","Male","23","Department","Single","Yes","4","Normal","No","Yes","Yes","Family","Yes","No","Yes","No","No","9"
"2021/01/31 12:01:04 AM GMT+6","4th year","Very good","97","Male","23","Hall-Mess","Single","Yes","5","Normal","No","No","Yes","Family","Yes","No","Neutral","No","No","10"
"2021/01/31 12:01:09 AM GMT+6","4th year","Normal","58","Male","23","Department","Single","Yes","5","Good","No","Yes","Yes","Friends","Yes","Maybe","Neutral","Yes","No","7"
"2021/01/31 12:01:11 AM GMT+6","4th year","Normal","68","Male","23","Department","Single","Yes","3","Good","No","No","Yes","Friends","Yes","No","Yes","Yes","Yes","7"
"2021/01/31 12:01:16 AM GMT+6","4th year","Good","72","Male","23","Hall-Mess","Single","Yes","5","Normal","No","Yes","Yes","Family","Yes","No","Yes","No","Yes","10"
"2021/01/31 12:01:21 AM GMT+6","4th year","Very bad","5","Male","23","Playground","Single","No","3","Normal","Yes","No","No","Friends","Yes","Yes","No","No","Yes","4"
"2021/01/31 12:01:23 AM GMT+6","4th year","Good","88","Male","23","Hall-Mess","Single","Yes","4","Good","No","Yes","Yes","Family","Yes","No","Neutral","No","Yes","10"
"2021/01/31 12:01:28 AM GMT+6","4th year","Good","87","Male","23","Department","Single","Yes","4","Good","No","Yes","Yes","Friends","Yes","No","Yes","No","No","7"
"2021/01/31 12:01:30 AM GMT+6","4th year","Very bad","2","Male","23","Playground","Single","Yes","1","Good","Yes","Yes","Yes","Family","Yes","Yes","Yes","No","Yes","3"
"2021/01/31 12:01:32 AM GMT+6","4th year","Very good","97","Male","23","Hall-Mess","Single","Yes","3","Good","No","No","Yes","Family","Yes","No","Yes","No","No","9"
"2021/01/31 12:01:37 AM GMT+6","4th year","Good","77","Male","23","Department","Single","Yes","3","Good","No","Yes","Yes","Friends","Yes","No","Yes","No","No","7"
"2021/01/31 12:01:41 AM GMT+6","4th year","Normal","61","Male","23","Playground","Single","No","3","Normal","Yes","Yes","No","Friends","Yes","No","Neutral","No","No","7"
"2021/01/31 12:01:41 AM GMT+6","4th year","Good","83","Male","23","Playground","Single","Yes","3","Good","No","No","Yes","Friends","Yes","No","Neutral","No","Yes","7"
"2021/01/31 12:01:43 AM GMT+6","4th year","Very bad","13","Male","23","Department","Single","Yes","3","Bad","Yes","No","Yes","Family","Yes","No","Yes","Yes","Yes","5"
"2021/01/31 12:01:48 AM GMT+6","4th year","Normal","59","Male","23","Department","Single","No","3","Good","Yes","No","No","Friends","Yes","Maybe","Yes","Yes","No","8"
"2021/01/31 12:01:53 AM GMT+6","4th year","Normal","69","Male","23","Hall-Mess","Single","No","4","Normal","Yes","No","No","Friends","Yes","No","Yes","No","No","7"
"2021/01/31 12:01:58 AM GMT+6","4th year","Good","71","Male","23","Department","Single","Yes","5","Good","No","No","Yes","Family","Yes","No","Neutral","No","No","7"
"2021/01/31 12:02:00 AM GMT+6","4th year","Good","74","Male","23","Department","Single","Yes","5","Normal","No","Yes","Yes","Friends","Yes","No","Yes","No","No","10"
"2021/01/31 12:02:06 AM GMT+6","4th year","Good","84","Male","23","Home","Single","Yes","4","Normal","No","Yes","Yes","Family","Yes","No","Yes","No","Yes","10"
"2021/01/31 12:02:11 AM GMT+6","4th year","Very good","94","Male","23","Playground","Single","Yes","5","Good","No","Yes","Yes","Family","Yes","No","Yes","No","Yes","8"
"2021/01/31 12:02:16 AM GMT+6","4th year","Bad","28","Male","23","Home","Single","Yes","2","Good","Yes","Yes","Yes","Friends","Yes","No","Yes","No","Yes","7"
"2021/01/31 12:02:18 AM GMT+6","4th year","Very bad","12","Male","23","Playground","Single","No","3","Normal","Yes","Yes","No","Friends","Yes","Maybe","Neutral","Yes","No","5"
"2021/01/31 12:02:23 AM GMT+6","4th year","Good","72","Male","23","Home","Single","Yes","3","Good","No","No","Yes","Friends","Yes","No","Neutral","No","Yes","8"
"2021/01/31 12:02:28 AM GMT+6","4th year","Very good","100","Male","23","Department","Single","Yes","3","Good","No","Yes","Yes","Family","Yes","No","Neutral","No","Yes","7"
"2021/01/31 12:02:33 AM GMT+6","4th year","Bad","37","Male","23","Playground","Single","Yes","3","Good","Yes","No","No","Friends","Yes","No","Yes","No","No","3"
"2021/01/31 12:02:35 AM GMT+6","4th year","Normal","70","Male","23","Hall-Mess","Single","Yes","4","Good","No","Yes","Yes","Family","Yes","Maybe","Neutral","Yes","No","6"
"2021/01/31 12:04:39 AM GMT+6","4th year","Very bad","8","Male","23","Department","Single","No","2","Good","Yes","No","Yes","Family","Yes","No","Yes","No","Yes","3"
"2021/01/31 12:04:42 AM GMT+6","4th year","Very bad","4","Male","23","Hall-Mess","Single","Yes","2","Good","Yes","No","No","Family","Yes","Maybe","No","No","No","7"
"2021/01/31 12:04:45 AM GMT+6","4th year","Bad","22","Male","23","Hall-Mess","Single","Yes","2","Normal","Yes","No","Yes","Friends","Yes","Maybe","No","Yes","No","7"
"2021/01/31 12:04:49 AM GMT+6","4th year","Bad","30","Male","23","Hall-Mess","Single","No","2","Bad","Yes","Yes","Yes","Friends","Yes","Yes","Yes","Yes","Yes","4"
"2021/01/31 12:04:51 AM GMT+6","4th year","Very bad","1","Male","23","Home","Single","Yes","2","Good","Yes","Yes","Yes","Friends","Yes","Yes","No","No","No","7"
"2021/01/31 12:04:56 AM GMT+6","4th year","Normal","65","Male","23","Playground","Single","Yes","4","Good","Yes","Yes","Yes","Friends","Yes","Maybe","Yes","No","Yes","8"
"2021/01/31 12:04:58 AM GMT+6","4th year","Good","85","Male","23","Playground","Single","Yes","5","Good","No","No","Yes","Friends","Yes","No","Yes","No","Yes","10"
"2021/01/31 12:05:00 AM GMT+6","4th year","Good","77","Male","23","Department","Single","Yes","4","Normal","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","8"
"2021/01/31 12:05:05 AM GMT+6","4th year","Very good","90","Male","23","Hall-Mess","Single","Yes","3","Normal","No","Yes","Yes","Friends","Yes","No","Yes","No","No","7"
"2021/01/31 12:05:10 AM GMT+6","4th year","Very good","100","Male","23","Playground","Single","Yes","4","Normal","No","Yes","Yes","Family","Yes","No","Neutral","No","No","9"
"2021/01/31 12:05:15 AM GMT+6","4th year","Good","80","Male","23","Department","Single","Yes","4","Normal","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","9"
"2021/01/31 12:05:20 AM GMT+6","4th year","Good","74","Male","23","Department","Single","Yes","3","Good","No","No","Yes","Family","Yes","No","Neutral","No","Yes","7"
"2021/01/31 12:05:25 AM GMT+6","4th year","Bad","49","Male","23","Home","Single","Yes","3","Bad","Yes","No","No","Family","Yes","No","Yes","Yes","No","3"
"2021/01/31 12:05:30 AM GMT+6","4th year","Very good","92","Male","23","Playground","Single","Yes","3","Normal","No","No","Yes","Friends","Yes","No","Yes","No","Yes","9"
"2021/01/31 12:05:35 AM GMT+6","4th year","Bad","41","Male","23","Playground","Single","No","3","Good","Yes","Yes","No","Friends","Yes","Yes","Neutral","No","No","7"
"2021/01/31 12:05:37 AM GMT+6","4th year","Good","89","Male","23","Department","Single","Yes","4","Good","No","Yes","Yes","Family","Yes","No","Yes","No","No","10"
"2021/01/31 12:05:42 AM GMT+6","4th year","Very bad","7","Male","23","Playground","Single","No","3","Good","Yes","Yes","Yes","Friends","Yes","Yes","No","Yes","Yes","7"
"2021/01/31 12:05:47 AM GMT+6","4th year","Very bad","11","Male","23","Hall-Mess","Single","No","1","Normal","Yes","Yes","Yes","Family","Yes","No","Neutral","Yes","Yes","7"
"2021/01/31 12:05:52 AM GMT+6","4th year","Good","83","Male","23","Playground","Single","Yes","3","Good","No","Yes","Yes","Family","Yes","No","Yes","No","No","9"
"2021/01/31 12:05:58 AM GMT+6","4th year","Good","84","Male","23","Department","Single","Yes","4","Normal","No","No","Yes","Friends","Yes","No","Neutral","No","No","9"
"2021/01/31 12:05:59 AM GMT+6","4th year","Very bad","12","Male","23","Hall-Mess","Single","Yes","2","Normal","Yes","Yes","No","Family","Yes","Maybe","Yes","Yes","No","7"
"2021/01/31 12:06:02 AM GMT+6","4th year","Bad","27","Male","23","Home","Single","No","1","Normal","Yes","No","No","Friends","Yes","No","Neutral","No","Yes","5"
"2021/01/31 12:06:07 AM GMT+6","4th year","Bad","28","Male","23","Department","Single","No","1","Good","Yes","Yes","Yes","Family","Yes","Maybe","Yes","No","No","4"
"2021/01/31 12:06:12 AM GMT+6","4th year","Good","74","Male","23","Playground","Single","Yes","5","Normal","No","Yes","Yes","Family","Yes","No","Neutral","No","No","10"
"2021/01/31 12:06:17 AM GMT+6","4th year","Very bad","13","Male","23","Playground","Single","Yes","1","Bad","Yes","Yes","No","Friends","Yes","No","Yes","Yes","No","5"
"2021/01/31 12:06:22 AM GMT+6","4th year","Bad","24","Male","23","Home","Single","Yes","3","Bad","Yes","No","No","Family","Yes","No","No","No","Yes","4"
"2021/01/31 12:06:24 AM GMT+6","4th year","Very good","91","Male","23","Department","Single","Yes","4","Normal","No","No","Yes","Family","Yes","No","Neutral","No","No","8"
"2021/01/31 12:06:26 AM GMT+6","4th year","Good","89","Male","23","Department","Single","Yes","3","Normal","No","Yes","Yes","Family","Yes","No","Neutral","No","No","8"
"2021/01/31 12:06:31 AM GMT+6","4th year","Good","73","Male","23","Playground","Single","Yes","4","Good","No","Yes","Yes","Family","Yes","No","Neutral","No","Yes","8"
"2021/01/31 12:06:33 AM GMT+6","4th year","Normal","64","Male","23","Department","Single","Yes","5","Good","No","No","Yes","Family","Yes","Maybe","Yes","Yes","No","7"
"2021/01/31 12:06:38 AM GMT+6","4th year","Good","87","Male","23","Department","Single","Yes","4","Normal","No","No","Yes","Friends","Yes","No","Neutral","No","No","9"
"2021/01/31 12:06:40 AM GMT+6","4th year","Very good","96","Male","23","Home","Single","Yes","5","Good","No","No","Yes","Family","Yes","No","Neutral","No","Yes","8"
"2021/01/31 12:06:45 AM GMT+6","4th year","Very good","91","Male","23","Hall-Mess","Single","Yes","4","Good","No","No","Yes","Family","Yes","No","Yes","No","No","7"
"2021/01/31 12:06:50 AM GMT+6","4th year","Very good","96","Male","23","Home","Single","Yes","5","Good","No","No","Yes","Family","Yes","No","Yes","No","No","8"
"2021/01/31 12:06:52 AM GMT+6","4th year","Normal","52","Male","23","Department","Single","No","4","Normal","No","No","No","Friends","Yes","No","Neutral","Yes","Yes","7"
"2021/01/31 12:06:57 AM GMT+6","4th year","Very good","100","Male","23","Home","Single","Yes","4","Normal","No","Yes","Yes","Friends","Yes","No","Yes","No","No","8"
"2021/01/31 12:06:59 AM GMT+6","4th year","Bad","38","Male","23","Playground","Single","Yes","1","Normal","Yes","Yes","Yes","Friends","Yes","Maybe","No","Yes","No","4"
"2021/01/31 12:07:04 AM GMT+6","4th year","Good","80","Male","23","Home","Single","Yes","4","Normal","No","No","Yes","Family","Yes","No","Yes","No","No","8"
"2021/01/31 12:07:06 AM GMT+6","4th year","Good","86","Male","23","Hall-Mess","Single","Yes","4","Normal","No","No","Yes","Family","Yes","No","Neutral","No","No","10"
"2021/01/31 12:07:08 AM GMT+6","4th year","Normal","62","Male","23","Hall-Mess","Single","No","4","Good","Yes","Yes","No","Family","Yes","No","Neutral","No","Yes","6"
"2021/01/31 12:07:13 AM GMT+6","4th year","Normal","52","Male","23","Playground","Single","No","4","Normal","Yes","No","Yes","Family","Yes","Maybe","Neutral","Yes","No","8"
"2021/01/31 12:07:15 AM GMT+6","4th year","Bad","31","Male","23","Department","Single","Yes","3","Bad","Yes","Yes","Yes","Family","Yes","No","Yes","Yes","No","6"
"2021/01/31 12:07:17 AM GMT+6","4th year","Very good","93","Male","23","Department","Single","Yes","5","Normal","No","No","Yes","Family","Yes","No","Neutral","No","No","8"
"2021/01/31 12:07:22 AM GMT+6","4th year","Good","74","Male","23","Home","Single","Yes","5","Normal","No","No","Yes","Family","Yes","No","Neutral","No","No","9"
"2021/01/31 12:07:27 AM GMT+6","4th year","Very bad","17","Male","23","Playground","Single","No","2","Normal","Yes","No","No","Family","Yes","No","Neutral","No","No","6"
"2021/01/31 12:07:29 AM GMT+6","4th year","Bad","39","Male","23","Playground","Single","Yes","3","Good","Yes","Yes","No","Family","Yes","Maybe","Neutral","Yes","No","4"
"2021/01/31 12:07:34 AM GMT+6","4th year","Very good","96","Male","23","Playground","Single","Yes","4","Good","No","No","Yes","Friends","Yes","No","Yes","No","Yes","10"
"2021/01/31 12:07:36 AM GMT+6","4th year","Bad","45","Male","23","Home","Single","No","1","Bad","Yes","No","No","Friends","Yes","No","Yes","No","No","3"
"2021/01/31 12:07:41 AM GMT+6","4th year","Normal","66","Male","23","Playground","Single","No","4","Normal","Yes","Yes","Yes","Friends","Yes","No","Neutral","Yes","No","7"
"2021/01/31 12:07:43 AM GMT+6","4th year","Very good","97","Male","23","Playground","Single","Yes","4","Good","No","No","Yes","Friends","Yes","No","Neutral","No","No","10"
"2021/01/31 12:07:45 AM GMT+6","4th year","Good","82","Male","23","Playground","Single","Yes","3","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","No","9"
"2021/01/31 12:07:50 AM GMT+6","4th year","Good","72","Male","23","Home","Single","Yes","5","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","8"
"2021/01/31 12:07:52 AM GMT+6","4th year","Good","88","Male","23","Playground","Single","Yes","3","Normal","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","9"
"2021/01/31 12:07:54 AM GMT+6","4th year","Good","76","Male","23","Department","Single","Yes","3","Good","No","Yes","Yes","Family","Yes","No","Yes","No","Yes","9"
"2021/01/31 12:07:59 AM GMT+6","4th year","Good","89","Male","23","Hall-Mess","Single","Yes","5","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","9"
"2021/01/31 12:08:01 AM GMT+6","4th year","Bad","30","Male","23","Home","Single","No","1","Normal","Yes","Yes","Yes","Family","Yes","No","Yes","No","No","4"
"2021/01/31 12:08:03 AM GMT+6","4th year","Normal","53","Male","23","Playground","Single","Yes","5","Normal","No","No","No","Friends","Yes","No","Neutral","Yes","No","6"
"2021/01/31 12:08:05 AM GMT+6","4th year","Bad","32","Male","23","Hall-Mess","Single","No","2","Normal","Yes","No","Yes","Family","Yes","No","Neutral","Yes","No","7"
"2021/01/31 12:08:10 AM GMT+6","4th year","Normal","52","Male","23","Department","Single","No","3","Normal","No","Yes","No","Friends","Yes","Maybe","Yes","Yes","No","7"
"2021/01/31 12:08:12 AM GMT+6","4th year","Good","82","Male","23","Playground","Single","Yes","3","Good","No","Yes","Yes","Family","Yes","No","Neutral","No","No","10"
"2021/01/31 12:08:14 AM GMT+6","4th year","Normal","52","Male","23","Playground","Single","No","5","Normal","Yes","Yes","Yes","Friends","Yes","Maybe","Yes","No","No","7"
"2021/01/31 12:08:19 AM GMT+6","4th year","Good","73","Male","23","Department","Single","Yes","3","Normal","No","Yes","Yes","Friends","Yes","No","Yes","No","Yes","10"
"2021/01/31 12:08:22 AM GMT+6","4th year","Very bad","7","Male","23","Home","Single","No","2","Normal","Yes","No","Yes","Family","Yes","Maybe","Yes","No","No","3"
"2021/01/31 12:08:23 AM GMT+6","4th year","Very good","99","Male","23","Department","Single","Yes","4","Good","No","Yes","Yes","Family","Yes","No","Yes","No","Yes","7"
"2021/01/31 12:08:29 AM GMT+6","4th year","Very bad","8","Male","23","Department","Single","Yes","2","Bad","Yes","No","Yes","Family","Yes","No","No","No","No","6"
"2021/01/31 12:08:34 AM GMT+6","4th year","Normal","67","Male","23","Hall-Mess","Single","No","3","Normal","Yes","Yes","No","Family","Yes","Maybe","Neutral","No","Yes","8"
"2021/01/31 12:08:39 AM GMT+6","4th year","Very bad","1","Male","23","Home","Single","No","1","Bad","Yes","No","Yes","Family","Yes","No","Neutral","Yes","Yes","3"
"2021/01/31 12:08:41 AM GMT+6","4th year","Very bad","6","Male","23","Home","Single","No","1","Good","Yes","No","No","Family","Yes","Yes","No","Yes","Yes","6"
"2021/01/31 12:08:43 AM GMT+6","4th year","Normal","55","Male","23","Department","Single","Yes","4","Normal","Yes","Yes","No","Friends","Yes","No","Yes","No","Yes","8"
"2021/01/31 12:08:45 AM GMT+6","4th year","Normal","69","Male","23","Hall-Mess","Single","Yes","4","Normal","Yes","Yes","Yes","Friends","Yes","No","Neutral","No","No","8"
"2021/01/31 12:08:50 AM GMT+6","4th year","Bad","31","Male","23","Home","Single","Yes","3","Bad","Yes","No","Yes","Family","Yes","No","Yes","No","Yes","3"
"2021/01/31 12:08:52 AM GMT+6","4th year","Bad","36","Male","23","Home","Single","Yes","1","Normal","Yes","No","Yes","Friends","Yes","Yes","Neutral","Yes","Yes","5"
"2021/01/31 12:08:54 AM GMT+6","4th year","Very good","95","Male","23","Playground","Single","Yes","5","Normal","No","No","Yes","Family","Yes","No","Neutral","No","Yes","8"
"2021/01/31 12:08:56 AM GMT+6","4th year","Good","87","Male","23","Home","Single","Yes","4","Normal","No","No","Yes","Friends","Yes","No","Yes","No","No","8"
"2021/01/31 12:09:01 AM GMT+6","4th year","Normal","53","Male","23","Hall-Mess","Single","No","3","Normal","Yes","No","No","Family","Yes","Maybe","Yes","No","No","7"
"2021/01/31 12:09:03 AM GMT+6","4th year","Bad","37","Male","23","Hall-Mess","Single","No","1","Normal","Yes","Yes","Yes","Family","Yes","Yes","Yes","Yes","No","5"
"2021/01/31 12:09:05 AM GMT+6","4th year","Very bad","18","Male","23","Home","Single","Yes","2","Normal","Yes","No","No","Family","Yes","No","Neutral","Yes","Yes","3"
"2021/01/31 12:09:07 AM GMT+6","4th year","Very good","97","Male","23","Hall-Mess","Single","Yes","5","Good","No","Yes","Yes","Family","Yes","No","Neutral","No","No","10"
"2021/01/31 12:09:12 AM GMT+6","4th year","Very good","94","Male","23","Home","Single","Yes","3","Good","No","Yes","Yes","Friends","Yes","No","Yes","No","Yes","7"
"2021/01/31 12:09:17 AM GMT+6","4th year","Very bad","13","Male","23","Playground","Single","Yes","3","Bad","Yes","No","Yes","Family","Yes","Yes","Yes","Yes","No","3"
"2021/01/31 12:09:19 AM GMT+6","4th year","Good","87","Male","23","Home","Single","Yes","3","Normal","No","No","Yes","Friends","Yes","No","Neutral","No","No","8"
"2021/01/31 12:09:24 AM GMT+6","4th year","Very good","100","Male","23","Playground","Single","Yes","5","Normal","No","Yes","Yes","Friends","Yes","No","Yes","No","Yes","7"
"2021/01/31 12:09:26 AM GMT+6","4th year","Very good","99","Male","23","Hall-Mess","Single","Yes","4","Good","No","Yes","Yes","Friends","Yes","No","Yes","No","No","7"
"2021/01/31 12:09:31 AM GMT+6","4th year","Very good","91","Male","23","Home","Single","Yes","5","Normal","No","Yes","Yes","Friends","Yes","No","Neutral","No","No","10"
"2021/01/31 12:09:36 AM GMT+6","4th year","Good","78","Male","23","Home","Single","Yes","5","Normal","No","Yes","Yes","Friends","Yes","No","Neutral","No","No","8"
"2021/01/31 12:09:38 AM GMT+6","4th year","Bad","39","Male","23","Department","Single","Yes","1","Bad","Yes","No","No","Family","Yes","Maybe","Neutral","Yes","Yes","7"
"2021/01/31 12:09:40 AM GMT+6","4th year","Bad","25","Male","23","Home","Single","Yes","1","Normal","Yes","Yes","Yes","Friends","Yes","Maybe","Neutral","No","Yes","4"
"2021/01/31 12:09:42 AM GMT+6","4th year","Very good","99","Male","23","Department","Single","Yes","5","Good","No","Yes","Yes","Family","Yes","No","Neutral","No","No","9"
"2021/01/31 12:09:44 AM GMT+6","4th year","Normal","57","Male","23","Playground","Single","Yes","5","Normal","No","Yes","No","Friends","Yes","No","Yes","Yes","Yes","6"
"2021/01/31 12:09:49 AM GMT+6","4th year","Bad","24","Male","23","Home","Single","No","1","Good","Yes","Yes","No","Friends","Yes","No","No","No","Yes","3"
"2021/01/31 12:09:51 AM GMT+6","4th year","Very bad","2","Male","23","Hall-Mess","Single","No","1","Normal","Yes","Yes","Yes","Family","Yes","Yes","Neutral","Yes","No","3"
"2021/01/31 12:09:53 AM GMT+6","4th year","Bad","39","Male","23","Playground","Single","No","1","Normal","Yes","Yes","No","Family","Yes","No","Yes","No","No","7"
"2021/01/31 12:09:55 AM GMT+6","4th year","Very bad","18","Male","23","Home","Single","Yes","3","Bad","Yes","Yes","Yes","Friends","Yes","Maybe","Neutral","No","No","4"
"2021/01/31 12:09:57 AM GMT+6","4th year","Good","88","Male","23","Department","Single","Yes","3","Normal","No","Yes","Yes","Family","Yes","No","Neutral","No","No","9"
"2021/01/31 12:09:59 AM GMT+6","4th year","Good","80","Male","23","Home","Single","Yes","4","Good","No","No","Yes","Family","Yes","No","Yes","No","No","9"
"2021/01/31 12:10:01 AM GMT+6","4th year","Very bad","3","Male","23","Playground","Single","No","1","Normal","Yes","Yes","Yes","Family","Yes","Maybe","Yes","No","Yes","6"
"2021/01/31 12:10:03 AM GMT+6","4th year","Normal","58","Male","23","Department","Single","Yes","4","Good","No","Yes","No","Friends","Yes","No","Yes","Yes","No","6"
"2021/01/31 12:10:08 AM GMT+6","4th year","Bad","49","Male","23","Home","Single","Yes","3","Bad","Yes","No","No","Family","Yes","Maybe","No","Yes","No","7"
"2021/01/31 12:10:13 AM GMT+6","4th year","Normal","53","Male","23","Home","Single","Yes","3","Normal","No","Yes","Yes","Friends","Yes","No","Yes","No","No","8"
"2021/01/31 12:10:15 AM GMT+6","4th year","Very good","99","Male","23","Department","Single","Yes","5","Normal","No","Yes","Yes","Family","Yes","No","Yes","No","Yes","7"
"2021/01/31 12:10:20 AM GMT+6","4th year","Good","80","Male","23","Hall-Mess","Single","Yes","5","Normal","No","Yes","Yes","Family","Yes","No","Yes","No","Yes","10"
"2021/01/31 12:10:25 AM GMT+6","4th year","Bad","26","Male","23","Department","Single","No","2","Normal","Yes","Yes","No","Friends","Yes","Yes","Neutral","No","Yes","3"
"2021/01/31 12:10:30 AM GMT+6","4th year","Good","86","Male","23","Hall-Mess","Single","Yes","4","Good","No","Yes","Yes","Family","Yes","No","Neutral","No","Yes","10"
"2021/01/31 12:10:32 AM GMT+6","4th year","Very bad","4","Male","23","Hall-Mess","Single","No","2","Bad","Yes","No","No","Family","Yes","Yes","Neutral","Yes","No","3"
"2021/01/31 12:10:36 AM GMT+6","4th year","Very bad","18","Male","23","Department","Single","No","1","Normal","Yes","No","Yes","Family","Yes","Yes","No","No","Yes","5"
"2021/01/31 12:10:40 AM GMT+6","4th year","Very good","91","Male","23","Hall-Mess","Single","Yes","4","Normal","No","Yes","Yes","Family","Yes","No","Yes","No","No","10"
"2021/01/31 12:10:43 AM GMT+6","4th year","Good","76","Male","23","Home","Single","Yes","3","Normal","No","No","Yes","Family","Yes","No","Neutral","No","No","10"
"2021/01/31 12:10:46 AM GMT+6","4th year","Very bad","16","Male","23","Playground","Single","Yes","2","Normal","Yes","No","No","Friends","Yes","No","Neutral","Yes","Yes","4"
"2021/01/31 12:10:52 AM GMT+6","4th year","Very good","98","Male","23","Hall-Mess","Single","Yes","3","Normal","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","10"
"2021/01/31 12:10:57 AM GMT+6","4th year","Normal","67","Male","23","Hall-Mess","Single","No","5","Good","No","No","Yes","Friends","Yes","No","Neutral","Yes","No","8"
"2021/01/31 12:11:02 AM GMT+6","4th year","Very good","94","Male","23","Home","Single","Yes","4","Good","No","Yes","Yes","Friends","Yes","No","Yes","No","Yes","10"
"2021/01/31 12:11:04 AM GMT+6","4th year","Normal","58","Male","23","Department","Single","No","5","Good","No","No","No","Friends","Yes","No","Neutral","Yes","Yes","8"
"2021/01/31 12:11:09 AM GMT+6","4th year","Bad","20","Male","23","Playground","Single","No","3","Normal","Yes","No","No","Family","Yes","Yes","Neutral","Yes","Yes","3"
"2021/01/31 12:11:11 AM GMT+6","4th year","Good","74","Male","23","Department","Single","Yes","4","Normal","No","Yes","Yes","Family","Yes","No","Neutral","No","No","9"
